orbital_period,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,planet_radius,planet_radius_err1,planet_radius_err2,equi_temp,stellar_temp,stellar_temp_err1,stellar_temp_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2,label,mission
31.00539285,3.073,0.0023,-0.0023,560000,238,-238,141.82,81.7,-89.8,682,5023,151,-151,1.784,1.027,-1.129,0,Kepler
2.189097,5.768,0.645,-0.645,3000,282,-282,13.92,1.3,-1.41,647,3624,58,-72,0.406,0.038,-0.041,0,Kepler
17.51191534,5.678,0.918,-0.918,729,42.2,-42.2,52.64,26.7,-11.4,2246,4029,157,-96,20.888,10.581,-4.535,0,Kepler
41.3701638,29.254,0.678,-0.678,6910,96.9,-96.9,59.95,34,-22.7,1133,4764,142,-107,6.883,3.901,-2.601,0,Kepler
1.306220168,5.14519,0.00297,-0.00297,481000,228,-228,83.16,18.3,-22.4,2095,6600,178,-218,1.124,0.247,-0.302,0,Kepler
631.632,16.13,1.3,-1.3,295,39.7,-39.7,1.56,0.64,-0.15,201,5689,156,-144,0.894,0.369,-0.084,0,Kepler
0.756511623,2.81832,0.00487,-0.00487,41600,60.6,-60.6,77.4,22.2,-18.2,2549,6343,170,-208,1.417,0.407,-0.333,0,Kepler
10.84528655,4.3876,0.0138,-0.0138,7470,21.7,-21.7,319.52,80.4,-121,1682,5096,53,-136,7.023,1.767,-2.651,0,Kepler
32.45541269,7.3736,0.0688,-0.0688,136000,931,-931,23.48,1.08,-1.39,392,4869,144,-144,0.543,0.025,-0.032,0,Kepler
5.917085496,23.7545,0.0307,-0.0307,563000,618,-618,75.86,20.7,-12.1,1005,5661,152,-152,0.987,0.269,-0.157,0,Kepler
0.958871144,2.74361,0.00226,-0.00226,232000,228,-228,45.91,11.7,-6.79,1743,5530,165,-149,0.892,0.227,-0.132,0,Kepler
0.5402463,13.93,4.9,-4.9,1150,421,-421,6.2,4.92,-0.91,3249,7296,226,-341,1.498,1.19,-0.22,0,Kepler
1.288046428,3.637,0.171,-0.171,32.3,1.9,-1.9,2.18,0.48,-0.39,2945,5216,67,-62,3.871,0.84,-0.688,0,Kepler
4.200206781,5.21948,0.00535,-0.00535,82400,95.5,-95.5,105.07,32.6,-29.6,1737,6873,216,-288,1.923,0.596,-0.542,0,Kepler
6.091954982,3.60482,0.00365,-0.00365,36700,32.8,-32.8,26.96,6.71,-4.13,1036,6063,182,-182,0.913,0.227,-0.14,0,Kepler
485.52409,11.04,2,-2,4150,640,-640,6149.09,1540,-423,191,5227,204,-168,0.8,0.2,-0.055,0,Kepler
0.76647343,2.46345,0.00514,-0.00514,200000,240,-240,42.33,6.5,-3.52,1628,5297,186,-186,0.722,0.111,-0.06,0,Kepler
5.2439783,10.1,1.1,-1.1,93.5,8.6,-8.6,1.03,0.33,-0.11,1068,6029,188,-230,0.956,0.306,-0.102,0,Kepler
5.2436639,10.53,1.7,-1.7,93.5,13.1,-13.1,0.88,0.26,-0.08,1059,6212,196,-218,0.862,0.255,-0.08,0,Kepler
5.2438269,8.235,0.998,-0.998,129,14.2,-14.2,0.76,0.05,-0.07,743,4634,125,-139,0.689,0.05,-0.061,0,Kepler
0.56678702,3.074,0.268,-0.268,7.5,0.9,-0.9,0.27,0.1,-0.04,2356,6045,150,-156,0.999,0.342,-0.154,0,Kepler
2.19642864,4.933,0.606,-0.606,99.5,10,-10,0.79,0.14,-0.07,1193,5376,185,-185,0.806,0.143,-0.066,0,Kepler
2.19635512,9.65516,0.00725,-0.00725,267000,152,-152,82.04,19.5,-21.6,1793,6438,174,-194,1.273,0.302,-0.335,0,Kepler
26.71841755,8.14155,0.00447,-0.00447,73000,38.5,-38.5,66.69,19.7,-21.7,727,5957,196,-196,1.286,0.38,-0.418,0,Kepler
0.615787196,3.067,0.156,-0.156,111,6.2,-6.2,3.5,1.19,-2.01,3886,6315,223,-238,3.075,1.042,-1.764,0,Kepler
548.08441,17.66,3.8,-3.8,560,104,-104,2.35,0,0,222,5780,,,1,,,0,Kepler
2.213964145,6.7598,0.0125,-0.0125,123000,220,-220,57.06,14.9,-22.3,1891,6256,220,-198,1.514,0.394,-0.591,0,Kepler
1.025534511,3.52048,0.00188,-0.00188,111000,0,0,43.68,13,-4.33,1896,6267,169,-207,0.919,0.273,-0.091,0,Kepler
7.64941291,6.56935,0.00101,-0.00101,236000,22.2,-22.2,53.4,16.8,-6,1050,6387,157,-204,1.076,0.338,-0.121,0,Kepler
13.17480793,3.37392,0.00124,-0.00124,71100,13.9,-13.9,51.06,15.2,-6.5,811,6067,163,-200,0.997,0.296,-0.127,0,Kepler
0.655094658,6.159,0.685,-0.685,372,154,-154,26.41,7.46,-2.97,2173,6063,169,-211,1.012,0.286,-0.114,0,Kepler
3.33287187,7.13,,,,,,,,,,,,,,,,0,Kepler
0.692239369,2.91121,0.00864,-0.00864,63000,137,-137,67.05,17.8,-21.8,2594,6163,167,-185,1.358,0.361,-0.441,0,Kepler
17.03085756,4.24308,0.00195,-0.00195,77800,24.6,-24.6,73.8,24.6,-30.1,836,5575,167,-167,1.423,0.475,-0.58,0,Kepler
43.797829,7.70289,0.00748,-0.00748,415000,341,-341,93.43,22.6,-10.4,668,6860,167,-286,1.292,0.312,-0.144,0,Kepler
4.254417651,6.55436,0.00678,-0.00678,295000,196,-196,133.79,37,-26.9,1360,6292,198,-242,1.235,0.341,-0.248,0,Kepler
18.77816216,8.1018,0.0025,-0.0025,488000,174,-174,127.57,37.5,-33.8,1002,6794,189,-284,1.71,0.503,-0.453,0,Kepler
1.25451792,2.64,,,,,,,,,,,,,,,,0,Kepler
1.575710265,6.83787,0.00463,-0.00463,174000,95.4,-95.4,246.75,36.4,-67.7,2630,5017,52,-89,4.293,0.634,-1.178,0,Kepler
2.534740757,4.85013,0.00772,-0.00772,364000,627,-627,52.52,11.8,-5.04,1230,5810,157,-157,0.781,0.176,-0.075,0,Kepler
37.59406667,8.9943,0.0189,-0.0189,28600,75.5,-75.5,43.08,10.9,-6.67,554,5941,159,-177,0.917,0.231,-0.142,0,Kepler
3.6972959,21.335,0,0,19.7,0.6,-0.6,1.07,0.32,-0.32,1571,6313,177,-243,1.594,0.474,-0.474,0,Kepler
6.855624762,3.02199,0.0025,-0.0025,70900,53.2,-53.2,33.93,9.69,-3.46,987,6109,183,-183,0.931,0.266,-0.095,0,Kepler
80.7060641,6.8899,0.0512,-0.0512,11900,62,-62,15.47,4.75,-1.58,428,6053,162,-198,0.949,0.291,-0.097,0,Kepler
2.17814513,2.321,0.178,-0.178,136,11.9,-11.9,1.22,0.37,-0.13,1428,6053,162,-198,0.949,0.291,-0.097,0,Kepler
1.089077111,3.8834,0.0193,-0.0193,304000,1710,-1710,77.59,21.8,-15.8,2045,6126,165,-183,1.176,0.33,-0.24,0,Kepler
1.089057762,1.637,0.25,-0.25,37.4,5.2,-5.2,0.44,0.05,-0.04,1404,5096,153,-138,0.737,0.081,-0.066,0,Kepler
0.379412331,1.561,0.108,-0.108,594,38.4,-38.4,1.59,0.09,-0.14,1643,4331,151,-166,0.666,0.041,-0.055,0,Kepler
0.585940879,4.6979,0.0663,-0.0663,1940,13.6,-13.6,26.57,5.43,-2.34,1873,5459,191,-191,0.797,0.163,-0.07,0,Kepler
0.646523404,3.917,0.715,-0.715,25.2,2.7,-2.7,0.85,0.28,-0.15,3163,7257,230,-316,1.631,0.54,-0.291,0,Kepler
0.626431697,2.0171,0.0209,-0.0209,37200,266,-266,34.05,3.63,-3.64,1709,5134,170,-139,0.721,0.077,-0.077,0,Kepler
2.696354974,5.39585,0.00199,-0.00199,246000,113,-113,80.71,21.9,-24.3,1815,6472,146,-178,1.579,0.428,-0.475,0,Kepler
14.76288917,6.52705,0.00443,-0.00443,79300,48.4,-48.4,53.72,15.1,-10.1,759,5691,152,-152,1.031,0.29,-0.193,0,Kepler
4.5638537,13.05,1.3,-1.3,71.9,5.2,-5.2,2.97,1.41,-1.56,1533,5446,196,-183,2.39,1.136,-1.257,0,Kepler
1.463775066,0.953,0.135,-0.135,45.1,4.9,-4.9,1.2,0.24,-0.3,2308,6781,182,-243,1.651,0.336,-0.41,0,Kepler
8.098754149,5.62354,0.00178,-0.00178,56600,9.4,-9.4,123.02,35.7,-32.1,1176,6328,181,-250,1.45,0.421,-0.378,0,Kepler
0.587938916,1.40211,0.00817,-0.00817,7340,5.3,-5.3,29.98,3.6,-3.25,1800,5237,156,-140,0.74,0.089,-0.08,0,Kepler
246.87131,10.69,2.4,-2.4,434,72.8,-72.8,2.02,0.68,-0.22,302,6168,219,-263,0.96,0.32,-0.107,0,Kepler
0.71957289,1.79,,,,,,,,,,,,,,,,0,Kepler
1.559090282,4.95211,0.00612,-0.00612,227000,226,-226,129.87,26.9,-49.9,2905,7279,230,-345,2.624,0.543,-1.009,0,Kepler
1.81993557,2.43,0.566,-0.566,109,17.7,-17.7,0.66,0.06,-0.07,907,4205,125,-138,0.578,0.05,-0.061,0,Kepler
0.612888148,2.822,0.238,-0.238,43.1,3.4,-3.4,0.93,0.31,-0.15,2796,6720,161,-261,1.368,0.453,-0.226,0,Kepler
15.54135882,2.44433,0.00267,-0.00267,10300,7.4,-7.4,149.19,27.6,-30.3,1174,5092,60,-76,3.54,0.654,-0.719,0,Kepler
12.8177012,3.465,0.425,-0.425,75.6,10.9,-10.9,1.21,0.55,-0.3,999,6290,170,-202,1.385,0.622,-0.344,0,Kepler
2.274628199,4.52648,0.00225,-0.00225,104000,33.1,-33.1,104.26,24.7,-45.8,2092,6389,181,-227,1.947,0.461,-0.856,0,Kepler
85.338393,8.5,1.2,-1.2,633,39.5,-39.5,11.4,1.31,-0.8,741,4850,63,-58,4.696,0.537,-0.331,0,Kepler
5.499941793,11.3096,0.028,-0.028,47800,71.7,-71.7,59.94,9.92,-14.9,1878,7079,74,-84,2.634,0.436,-0.653,0,Kepler
2.629870555,6.606,0.01,-0.01,101000,166,-166,34.05,9.19,-6.13,1291,5566,149,-149,0.967,0.261,-0.174,0,Kepler
1.97362159,3.29,,,,,,,,,,,,,,,,0,Kepler
6.62761199,6.15281,0.00132,-0.00132,227000,29.2,-29.2,82.03,25.2,-16.8,1204,6316,158,-189,1.333,0.409,-0.273,0,Kepler
28.59788033,7.71925,0.00282,-0.00282,86000,40.5,-40.5,74.25,14,-26,1014,6590,179,-199,2.474,0.466,-0.865,0,Kepler
30.47651885,10.2264,0.00993,-0.00993,327000,287,-287,71.42,21.4,-14.3,592,5527,166,-149,1.073,0.321,-0.214,0,Kepler
252.1638623,23.92,0.0564,-0.0564,104000,152,-152,50.74,8.99,-4.15,242,5432,187,-187,0.745,0.132,-0.061,0,Kepler
2.23416013,2.12,,,,,,,,,,,,,,,,0,Kepler
22.27119851,4.58598,0.00187,-0.00187,179000,61.7,-61.7,39.79,4.31,-4.3,515,5068,151,-136,0.73,0.079,-0.079,0,Kepler
73.89416352,9.48995,0.00353,-0.00353,214000,70.1,-70.1,39.18,7.17,-5.36,392,5442,178,-162,0.841,0.154,-0.115,0,Kepler
1.124033822,5.5728,0.0114,-0.0114,248000,380,-380,98.04,32.9,-15.2,2547,7141,200,-300,1.563,0.524,-0.242,0,Kepler
2.796661168,3.3781,0.0174,-0.0174,2360,11,-11,47.68,12.3,-15,1661,6331,192,-211,1.326,0.341,-0.417,0,Kepler
15.28870918,5.00366,0.00325,-0.00325,512000,240,-240,54.56,2.2,-4.78,509,4464,132,-145,0.719,0.029,-0.063,0,Kepler
1.83592242,5.9942,0.00542,-0.00542,30700,24.5,-24.5,46.3,14.5,-5.17,1501,5930,184,-205,0.976,0.305,-0.109,0,Kepler
1.15495063,2.31,,,,,,,,,,,,,,,,0,Kepler
1.516372183,1.239,0.185,-0.185,93.8,14.1,-14.1,1.06,0.35,-0.12,1686,6142,171,-236,1.046,0.341,-0.114,0,Kepler
8.784575777,5.3022,0.0019,-0.0019,263000,0,0,104.57,24.8,-20.3,1555,8144,226,-368,1.914,0.454,-0.372,0,Kepler
1.949700508,4.35014,0.0017,-0.0017,38100,10,-10,56.11,20.3,-6.77,1716,6469,145,-193,1.193,0.431,-0.144,0,Kepler
9.948701373,3.2922,0.0391,-0.0391,2750,31.3,-31.3,29.19,3.57,-3.56,704,5152,153,-153,0.786,0.096,-0.096,0,Kepler
3.457078812,5.24058,0.0025,-0.0025,316000,39.9,-39.9,86.12,25.7,-21,1603,6526,181,-250,1.482,0.442,-0.362,0,Kepler
3.735993484,17.4877,0.0322,-0.0322,618000,518,-518,571.07,163,-407,2063,5467,267,-297,4.055,1.156,-2.889,0,Kepler
12.4239677,16.01,1.7,-1.7,162,13.4,-13.4,0.87,0.08,-0.09,606,4995,151,-151,0.698,0.065,-0.072,0,Kepler
0.639721284,2.69771,0.00203,-0.00203,466000,404,-404,46.59,4.47,-4.03,1505,4794,144,-144,0.625,0.06,-0.054,0,Kepler
1.25338826,3.828,0.567,-0.567,44.7,3.7,-3.7,0.64,0.08,-0.02,1651,5869,70,-87,0.942,0.121,-0.035,0,Kepler
1.620813697,5.9968,0.0198,-0.0198,121000,306,-306,43.95,13.5,-13.5,1733,5757,155,-155,1.177,0.361,-0.361,0,Kepler
5.2434664,18.47,2,-2,119,10.6,-10.6,2.83,0.32,-0.23,831,5047,176,-176,0.766,0.087,-0.063,0,Kepler
5.2439542,9.82,1.2,-1.2,144,12.4,-12.4,0.81,0.09,-0.07,778,4920,146,-131,0.691,0.074,-0.056,0,Kepler
5.2441517,9.69,1,-1,90.1,9.9,-9.9,0.91,0.24,-0.09,1056,6060,181,-199,0.925,0.245,-0.088,0,Kepler
5.2443332,11.268,0.629,-0.629,29.9,2.6,-2.6,0.58,0.18,-0.06,1054,5952,160,-177,0.971,0.299,-0.1,0,Kepler
20.72606991,6.47393,0.00793,-0.00793,119000,111,-111,51.9,15.1,-5.06,657,6011,162,-162,0.902,0.263,-0.088,0,Kepler
0.566801447,2.352,0.246,-0.246,16.2,1.5,-1.5,0.57,0.09,-0.11,2633,5966,80,-80,1.349,0.211,-0.258,0,Kepler
0.566794934,4.399,0.269,-0.269,68.9,4.9,-4.9,1.15,0.35,-0.15,2457,6395,176,-242,1.049,0.325,-0.139,0,Kepler
0.566800287,3.487,0.327,-0.327,73.9,4.4,-4.4,0.88,0.27,-0.09,2260,6075,189,-210,0.969,0.3,-0.1,0,Kepler
0.566791946,2.77,0.131,-0.131,126,11.6,-11.6,1.54,0.43,-0.15,2160,5836,182,-203,0.97,0.273,-0.091,0,Kepler
0.566790294,3.641,0.176,-0.176,64,4,-4,0.89,0.26,-0.14,2432,6100,181,-200,1.093,0.322,-0.174,0,Kepler
0.566799725,4.097,0.637,-0.637,46.7,7.1,-7.1,0.77,0.22,-0.17,2289,5576,183,-183,1.132,0.314,-0.257,0,Kepler
0.566801325,4.176,0.166,-0.166,92.1,5.3,-5.3,1.07,0.33,-0.11,2383,6273,169,-225,1.021,0.32,-0.107,0,Kepler
14.85441567,5.13753,0.00145,-0.00145,77400,35,-35,29.77,10.2,-3.41,798,6214,175,-197,1.022,0.35,-0.117,0,Kepler
38.47674409,5.10744,0.00112,-0.00112,173000,57.8,-57.8,33.8,4.36,-3.94,463,5294,159,-143,0.79,0.102,-0.092,0,Kepler
10.64311069,88.1118,,,316,,,31.72,7.94,-10.9,1038,5930,196,-196,1.473,0.369,-0.507,0,Kepler
1.587485742,7.7489,0.0142,-0.0142,247000,343,-343,41.52,9.36,-3.34,1460,5863,158,-158,0.821,0.185,-0.066,0,Kepler
1.79621807,10.16,1.2,-1.2,47,8.9,-8.9,1.54,0.32,-0.4,2480,7117,197,-271,2.09,0.439,-0.537,0,Kepler
20.2594232,19.27,3.1,-3.1,82.6,7.2,-7.2,1.23,0.4,-0.19,837,6602,158,-218,1.269,0.406,-0.203,0,Kepler
1.489442254,5.51392,0.00269,-0.00269,418000,121,-121,115.45,36.3,-27.2,2328,6962,192,-288,1.62,0.51,-0.382,0,Kepler
1.12679793,12.079,0.923,-0.923,227,13.3,-13.3,21.07,5.52,-1.83,1590,5662,169,-186,0.84,0.22,-0.073,0,Kepler
0.998217563,3.90851,0.00107,-0.00107,87600,0,0,88.64,25.9,-25.9,2795,6980,168,-264,1.755,0.513,-0.513,0,Kepler
0.58640848,2.616,0.191,-0.191,61.3,3.2,-3.2,0.48,0.04,-0.04,1444,4556,136,-123,0.615,0.061,-0.041,0,Kepler
33.46947449,11.8874,0.0138,-0.0138,165000,153,-153,127.38,36.3,-84.7,972,5934,208,-187,3.075,0.877,-2.045,0,Kepler
1.827558898,4.72808,0.00703,-0.00703,315000,494,-494,118.28,27,-58.4,2178,5977,178,-196,2.077,0.474,-1.026,0,Kepler
62.519211,2.523,0.725,-0.725,278,93.6,-93.6,1.9,1.32,-0.2,520,6343,158,-256,1.137,0.785,-0.119,0,Kepler
349.85525,5.42,0.895,-0.895,842,156,-156,2.63,0.77,-0.26,251,5941,166,-187,0.885,0.258,-0.086,0,Kepler
2.488812012,5.94523,0.00208,-0.00208,131000,29.1,-29.1,83.26,22,-29.3,1852,6499,184,-230,1.497,0.395,-0.527,0,Kepler
0.51811818,0.3969,0.076,-0.076,99,65.2,-65.2,1.09,0.34,-0.11,2360,6240,169,-226,0.929,0.29,-0.097,0,Kepler
542.52829,11.06,1.7,-1.7,75.2,11,-11,1.07,0.34,-0.25,266,6099,159,-152,1.212,0.386,-0.283,0,Kepler
11.56797473,5.96595,0.00287,-0.00287,416000,153,-153,45.65,5.99,-2.75,628,5290,159,-143,0.648,0.085,-0.039,0,Kepler
21.29473387,7.60143,0.00381,-0.00381,123000,46.2,-46.2,71.55,20.4,-16.7,771,6039,181,-181,1.278,0.365,-0.299,0,Kepler
0.855763492,3.64361,0.00886,-0.00886,132000,236,-236,72.82,23.6,-11.8,2464,6679,160,-220,1.326,0.429,-0.214,0,Kepler
2.045166206,6.84312,0.00598,-0.00598,264000,196,-196,131.41,32.4,-48.6,2422,7128,256,-342,2.135,0.526,-0.789,0,Kepler
2.41349123,11.29,2.6,-2.6,57,5.4,-5.4,2.11,0.34,-0.8,2348,6628,160,-180,2.595,0.419,-0.978,0,Kepler
0.447820618,0.4199,0.0274,-0.0274,58.3,2.2,-2.2,1.42,0.41,-0.63,3141,5927,195,-177,1.607,0.472,-0.708,0,Kepler
1.23133063,3.7,0.198,-0.198,78.9,5.2,-5.2,0.54,0.03,-0.06,1072,4237,113,-126,0.631,0.04,-0.06,0,Kepler
0.61566096,2.669,0.579,-0.579,13.9,2,-2,0.84,0.2,-0.39,3459,6619,187,-234,2.23,0.525,-1.049,0,Kepler
1.23140522,3.338,0.432,-0.432,51.3,5.9,-5.9,0.81,0.23,-0.16,1756,5600,166,-166,1.118,0.319,-0.213,0,Kepler
31.9714488,8.52,1.6,-1.6,42.9,7.6,-7.6,0.87,0.18,-0.21,674,5846,140,-140,1.323,0.268,-0.327,0,Kepler
9.762550001,4.87531,0.00934,-0.00934,41600,64.2,-64.2,68.93,19.7,-17.9,1375,7199,201,-277,1.95,0.556,-0.505,0,Kepler
2.521265,2.69,8.1,-8.1,36.5,15.1,-15.1,1.16,0.27,-0.39,2049,6306,189,-142,1.874,0.425,-0.637,0,Kepler
5.674353343,4.17722,0.00451,-0.00451,36500,31.3,-31.3,51.63,16.9,-11.3,1053,5594,149,-149,1.071,0.351,-0.234,0,Kepler
0.734426335,2.7415,0.0108,-0.0108,99100,225,-225,51.42,16.1,-5.37,2106,6108,165,-201,0.997,0.312,-0.104,0,Kepler
0.734426409,1.569,0.197,-0.197,94.1,11.3,-11.3,0.98,0.28,-0.11,2223,6406,155,-222,1.005,0.283,-0.121,0,Kepler
13.78252221,8.27762,0.00714,-0.00714,249000,184,-184,41.84,4.01,-4.01,605,5246,156,-156,0.668,0.064,-0.064,0,Kepler
1.89121656,5.14,1.6,-1.6,66.8,8,-8,0.73,0.19,-0.12,1434,5741,173,-173,0.884,0.221,-0.148,0,Kepler
3.693702974,3.37146,0.00707,-0.00707,25200,45.1,-45.1,62.55,11,-5.07,1453,6309,75,-82,1.396,0.245,-0.113,0,Kepler
10.26561325,5.67553,0.00069,-0.00069,150000,32.1,-32.1,61.45,10.6,-11.7,1000,5865,79,-79,1.423,0.246,-0.27,0,Kepler
2.163569702,7.60963,0.00664,-0.00664,54500,41,-41,85.64,23.8,-29.1,1996,6425,162,-194,1.718,0.477,-0.583,0,Kepler
0.730956716,2.097,0.224,-0.224,27.8,2.9,-2.9,0.57,0.18,-0.09,2192,6028,162,-180,1.078,0.336,-0.168,0,Kepler
7.04715073,1.434,0.181,-0.181,283,35.5,-35.5,1.54,0.45,-0.15,932,5941,166,-187,0.911,0.266,-0.089,0,Kepler
7.047106212,3.16223,0.00768,-0.00768,69600,146,-146,119.64,23.1,-34.7,1846,8162,226,-340,2.321,0.449,-0.674,0,Kepler
0.961292561,4.64294,0.00379,-0.00379,326000,131,-131,92.55,28,-20.3,2344,6300,158,-189,1.404,0.424,-0.308,0,Kepler
63.68192888,12.6047,0.0171,-0.0171,342000,422,-422,71.45,21.4,-11.5,486,5979,179,-197,1.054,0.315,-0.17,0,Kepler
9.455586047,8.42272,0.008,-0.008,115000,97.9,-97.9,178.47,12,-108,1972,7221,199,-299,4.24,0.285,-2.564,0,Kepler
1.246585716,4.62051,0.00224,-0.00224,407000,173,-173,81.28,13.8,-4.6,1992,6440,77,-77,1.183,0.2,-0.067,0,Kepler
0.898932836,2.437,0.122,-0.122,61.1,3.3,-3.3,1.51,0.2,-0.41,2489,5712,77,-77,1.872,0.253,-0.506,0,Kepler
3.45423296,2.965,0.197,-0.197,150,17.4,-17.4,0.95,0.06,-0.07,743,4186,146,-161,0.635,0.041,-0.045,0,Kepler
7.304451735,4.09326,0.00347,-0.00347,144000,40.8,-40.8,59.02,18.4,-5.77,931,6024,190,-211,0.9,0.28,-0.088,0,Kepler
1.181046137,2.6923,0.0107,-0.0107,52600,172,-172,37.78,4.04,-4.04,1389,5229,157,-157,0.692,0.074,-0.074,0,Kepler
0.68396452,1.3,,,,,,,,,,,,,,,,0,Kepler
2.025580416,4.48448,0.00768,-0.00768,45000,56,-56,43.23,12.6,-15.4,2102,6348,170,-208,1.99,0.578,-0.707,0,Kepler
58.64379,24.44,1.6,-1.6,182,16.6,-16.6,1.05,0.48,-0.09,437,5833,195,-156,0.775,0.35,-0.07,0,Kepler
20.28281916,36.048,0.175,-0.175,2800,10.4,-10.4,22.46,4.57,-4.57,1141,5043,65,-65,3.956,0.805,-0.805,0,Kepler
4.931365987,14.7088,0.0281,-0.0281,256000,391,-391,139.59,28.6,-66.6,1755,6562,210,-257,2.263,0.463,-1.08,0,Kepler
4.331392455,3.7278,0.0032,-0.0032,200000,205,-205,38.82,9.05,-5.59,1051,5655,186,-186,0.854,0.199,-0.123,0,Kepler
345.1846728,6.5468,0.0123,-0.0123,30000,51.2,-51.2,44.91,12.4,-6.71,257,5712,169,-186,0.971,0.269,-0.145,0,Kepler
9.58405667,6.82752,0.00425,-0.00425,120000,69.9,-69.9,99.66,24.3,-56.7,1212,5605,168,-151,2.275,0.555,-1.295,0,Kepler
5.2436612,11.39,1.2,-1.2,88.3,7,-7,1.1,0.34,-0.14,1249,6598,185,-231,1.145,0.35,-0.15,0,Kepler
3.7789374,10.767,0.8,-0.8,56,4.3,-4.3,0.48,2.07,-0.04,860,5017,194,-145,0.605,2.621,-0.044,0,Kepler
1.88984957,19.45,0.461,-0.461,250000,1220,-1220,73.04,8.37,-6.83,1221,5328,160,-144,0.716,0.082,-0.067,0,Kepler
2.49904083,2.651,0.395,-0.395,128,20.3,-20.3,1.04,0.27,-0.14,1258,5525,182,-182,0.93,0.246,-0.123,0,Kepler
1.99567242,3.58,0.222,-0.222,18,1.5,-1.5,0.75,0.16,-0.18,2137,6773,183,-224,1.69,0.365,-0.406,0,Kepler
0.89879279,1.031,0.401,-0.401,26.6,4.2,-4.2,0.57,0.13,-0.07,2116,6224,148,-203,1.096,0.237,-0.138,0,Kepler
16.43435283,5.15682,0.00212,-0.00212,45700,26.1,-26.1,25.25,8.57,-7.02,789,5963,434,-530,1.134,0.385,-0.315,0,Kepler
0.566793818,4.929,0.327,-0.327,100,6.5,-6.5,1.17,0.32,-0.13,2027,5707,189,-189,0.828,0.224,-0.09,0,Kepler
0.566797474,2.708,0.267,-0.267,98.8,10.6,-10.6,1.04,0.31,-0.11,2270,6046,190,-232,1.007,0.302,-0.101,0,Kepler
1.585673651,3.20763,0.00461,-0.00461,44100,55.3,-55.3,50.53,14.9,-6.41,1648,6117,193,-236,1.025,0.302,-0.13,0,Kepler
14.79721916,7.61037,0.00059,-0.00059,253000,36.4,-36.4,47.71,14,-4.66,787,6343,171,-209,0.931,0.274,-0.091,0,Kepler
6.49066214,3.47128,0.00174,-0.00174,195000,45.2,-45.2,33.46,2.67,-2.68,621,4448,132,-132,0.563,0.045,-0.045,0,Kepler
7.11879848,4.11282,0.00309,-0.00309,108000,57.1,-57.1,41.17,8.03,-3.44,819,5578,169,-152,0.754,0.147,-0.063,0,Kepler
6.99510404,1.7556,,,71.8,,,216.92,12.2,-110,7492,3681,43,-94,229.908,12.904,-116.137,0,Kepler
2.897829967,3.17788,0.0031,-0.0031,163000,87.9,-87.9,54.35,15.8,-8.48,1454,6318,199,-244,1.077,0.313,-0.168,0,Kepler
0.706428634,1.75182,0.00279,-0.00279,372000,172,-172,47.64,1.62,-3.82,1416,4429,154,-154,0.736,0.025,-0.059,0,Kepler
10.8632531,37.68,1.9,-1.9,188,9,-9,19.93,6.28,-2.09,802,5896,159,-194,0.914,0.288,-0.096,0,Kepler
1.46842648,6.6666,0.0192,-0.0192,151000,439,-439,40.3,13.8,-7.86,1559,5539,149,-149,0.959,0.328,-0.187,0,Kepler
4.305917719,5.61993,0.00043,-0.00043,361000,0,0,71.49,21.9,-7.3,1266,6502,146,-178,1.037,0.317,-0.106,0,Kepler
1.28659726,3.53,,,,,,,,,,,,,,,,0,Kepler
2.535389624,2.902,0.131,-0.131,418,18.2,-18.2,16.24,2.7,-1.15,1113,5488,163,-147,0.706,0.117,-0.05,0,Kepler
1.627538928,5.583,0.144,-0.144,39,1.5,-1.5,1.42,0.3,-0.4,2520,6854,163,-224,2.088,0.433,-0.595,0,Kepler
1.506503686,5.02151,0.00108,-0.00108,477000,138,-138,178.15,43.7,-53.4,3250,8751,240,-412,2.352,0.577,-0.705,0,Kepler
1.679585725,7.34648,0.00562,-0.00562,102000,61.4,-61.4,28.99,2.57,-2.56,970,4462,156,-171,0.554,0.049,-0.049,0,Kepler
5.40346248,7.6494,0.0239,-0.0239,261000,0,0,108.46,25.9,-48.1,1559,6350,194,-214,1.984,0.474,-0.879,0,Kepler
0.824851807,1.93637,0.00219,-0.00219,30100,17.5,-17.5,78,35.9,-47.9,2539,5658,166,-150,1.654,0.761,-1.015,0,Kepler
0.82484293,1.383,0.201,-0.201,619,80.8,-80.8,97.92,9.62,-28.9,8138,4148,66,-66,41.424,4.071,-12.214,0,Kepler
4.4473549,18.99,1.4,-1.4,204,9.6,-9.6,1.52,0.32,-0.12,954,5531,167,-150,0.764,0.161,-0.058,0,Kepler
7.51509713,2.62,0.2,-0.2,187,21.9,-21.9,1.23,0.14,-0.09,685,4867,146,-131,0.696,0.082,-0.048,0,Kepler
7.51514595,3.54486,0.00233,-0.00233,117000,52.6,-52.6,35.8,5.71,-4.29,842,5624,167,-150,0.777,0.124,-0.093,0,Kepler
19.23003819,7.04412,0.00061,-0.00061,266000,21.5,-21.5,186.53,51.5,-63,1361,7703,217,-372,2.916,0.805,-0.984,0,Kepler
21.12000574,2.05573,0.0064,-0.0064,13100,27.8,-27.8,31.2,8.59,-10.5,880,6195,199,-243,1.598,0.44,-0.538,0,Kepler
